desmatamento_pct,poluicao_mgL,dist_area_protegida_km,emissao_co2_ton,risco_socioambiental
8.4,35.09973441781154,15.0,559.2,0
8.40027272356973,35.09992497519204,15.0,559.2,0
8.4,35.099614530931014,14.998833400753682,559.1982023409768,0
8.401106525908725,35.09956924549518,14.99988152786231,559.1974508033534,0
8.400024125087093,35.10000664638588,15.0,559.1997973072442,0
8.400546858941222,35.09944907184522,15.0,559.2,0
8.4,35.099251705624496,14.998530898473257,559.2,0
8.4,35.097351465432645,15.0,559.1988589161717,0
8.400371440865978,35.09977346421724,15.0,559.2,0
8.4,35.09878897372333,14.99874578691352,559.1991716944907,0
8.4011290517712,35.1007352178401,14.999498490928863,559.2,0
8.4,35.09880925568909,15.0,559.2,0
8.4,35.100690644917265,14.99882523341702,559.2,0
8.4,35.09889568026564,15.0,559.1994655490871,0
8.401251113576368,35.10027421389522,15.0,559.1990527088345,0
8.4,35.09957234526019,15.0,559.2,0
8.4,35.09846516728517,14.998339274931483,559.2,0
8.4,35.09791368824191,15.0,559.199914350065,0
8.4,35.09941981635635,14.998919086464266,559.2,0
8.4,35.100138620687,15.0,559.2,0
8.40171016839264,35.10036479483452,14.999282400155064,559.2,0
8.400183983336335,35.10015698579437,14.99964594860475,559.1999812671501,0
8.400778304725385,35.099484012459385,15.0,559.1998091753694,0
8.401702583604221,35.100326317577775,14.999485042726015,559.1989619653832,0
8.4,35.10011565080615,14.998932353041385,559.1983522567416,0
8.401279576966719,35.098201899995836,15.0,559.2,0
8.400725743813137,35.100531391937075,15.0,559.1997598776275,0
8.40140666109683,35.09949542027169,15.0,559.2,0
8.4,35.0989927557013,14.997432151452319,559.2,0
8.4,35.100520809053634,14.99930523775508,559.2,0
8.4,35.09926960398883,15.0,559.1974783338258,0
8.40070317642511,35.10108588228399,14.998189367586152,559.2,0
8.4,35.09935040256156,15.0,559.1993159320565,0
8.4,35.10064753114347,15.0,559.1992950314454,0
8.400247518635535,35.09925742761476,14.999408959631024,559.2,0
8.401335344358692,35.100131945822895,14.999373226478962,559.1996275912755,0
8.4,35.100490113782584,14.999498081252367,559.1991470616063,0
8.401660960933498,35.09989588175365,14.999783565578587,559.1995817360287,0
8.401276748575803,35.10030105031126,14.998966988135184,559.2,0
8.4,35.09995772860657,14.999970980032934,559.1999750412473,0
8.4005160447282,35.1009462225216,15.0,559.1998330640392,0
8.400309172123452,35.09956969898251,15.0,559.1997910650924,0
8.400894607302202,35.101279727121074,15.0,559.2,0
8.4,35.10143144398209,15.0,559.1988384493404,0
8.4,35.10022355660739,14.99892351710156,559.1999326060693,0
8.4,35.09935352309882,15.0,559.1977275560396,0
8.4,35.099475636820515,15.0,559.1984361498046,0
8.400281784608843,35.09969721213221,15.0,559.2,0
8.400767797565086,35.09899232336891,14.999804216655674,559.2,0
8.400998354040722,35.10149270031403,15.0,559.1989166039782,0
8.4,35.100007149476674,14.999650057986193,559.2,0
8.4,35.100061172387996,14.997533319601096,559.1997729110998,0
8.400530996954984,35.09942239888273,15.0,559.2,0
8.4,35.09929585791812,15.0,559.1986052233291,0
8.4,35.099181839285485,14.99941348126402,559.2,0
8.40151574411498,35.10004240237461,14.998156813550969,559.1984960078213,0
8.400387701559918,35.09935913592979,14.999680930497027,559.1997621381879,0
8.4,35.1006961118426,15.0,559.2,0
8.400730930039925,35.09856283865024,14.998259390016258,559.2,0
8.4,35.099442722353324,14.99883250030935,559.2,0
8.400530868772902,35.102514029053545,14.998876372304226,559.2,0
8.4,35.100656430720036,15.0,559.1993651137627,0
8.4,35.10052003620259,14.999449254749274,559.1991599802977,0
8.4,35.100954806495785,14.99927518447101,559.1985745281847,0
8.4,35.099786966314625,15.0,559.1987826976554,0
8.400393338812309,35.10032072593655,14.998708441123538,559.1999860006838,0
8.4,35.10024901438986,14.999284057469385,559.2,0
8.4,35.10065526609048,14.999765421434253,559.2,0
8.4,35.10024481803346,14.999714586188711,559.2,0
8.4,35.10062730720862,14.999795583317775,559.2,0
8.401026515299394,35.10108733483532,15.0,559.1997810602423,0
8.401523186904766,35.10121348584763,14.99959390094146,559.2,0
8.400065750261055,35.101529598003616,14.998077692604177,559.2,0
8.402198805956603,35.098546026685625,15.0,559.1996351748782,0
8.4,35.09898613807552,15.0,559.1998029483323,0
8.4,35.09868595247911,15.0,559.1994269386464,0
8.401070084766308,35.10196147759723,15.0,559.2,0
8.4,35.099957124887915,14.999656501408847,559.2,0
8.4,35.09871729489501,14.998932519834145,559.2,0
8.4,35.10029048429403,14.99952470603172,559.1994235861804,0
8.4,35.10060374445204,14.99926260644917,559.1997851911716,0
8.4,35.099888990149545,14.998222494417083,559.2,0
8.401430775102101,35.09997603955602,15.0,559.1998547881493,0
8.400652623979285,35.10093311781803,15.0,559.2,0
8.402423879326612,35.099620734067756,14.999299812835439,559.2,0
8.4,35.10084576214316,15.0,559.2,0
8.401158364689175,35.09987163747388,14.999083212652142,559.1985258873702,0
8.4,35.09983880691257,15.0,559.1997460939119,0
8.40068198424798,35.0998258550002,15.0,559.2,0
8.4,35.10180843130971,14.999376708929223,559.2,0
8.4,35.10141491307942,15.0,559.1998358023395,0
8.4,35.10061814678645,14.999315489193412,559.1990825745683,0
8.400535235211542,35.10095771845249,14.999728199619817,559.1986270347592,0
8.400689187818072,35.10195467667205,14.999678566880101,559.1981465258149,0
8.400483885834037,35.09935523464474,14.999609071769646,559.2,0
8.400573700003921,35.100447257633085,14.99784124137766,559.2,0
8.4,35.10171648480652,14.999814983785278,559.1998596215913,0
8.40102279256518,35.10068699025776,15.0,559.2,0
8.4,35.10037266875467,14.998425867979542,559.2,0
8.401464374880192,35.09872636612556,14.998993431739189,559.1998817966771,0
8.400458884262852,35.10161369542483,14.999946953355552,559.1988193981007,0
8.4,35.09984288256829,15.0,559.199313788324,0
8.4,35.10149775342457,14.99956668046687,559.2,0
8.4,35.100550822734625,15.0,559.2,0
8.4,35.09995372017479,15.0,559.1994484116854,0
8.402848542620612,35.10075959829167,15.0,559.1987558047291,0
8.401119669894609,35.09967817494941,14.998888700153302,559.2,0
8.4,35.09951955943537,14.999542074637432,559.2,0
25.3,39.0,14.800499376169629,295.0,0
25.3,39.0,14.79923774132373,295.00139424269713,0
25.3,38.99975622852478,14.797938647337556,295.0004788426387,0
25.299569958352752,39.0,14.799753812985353,295.0,0
25.3,38.999960478424214,14.800048515646232,295.0002640063357,0
25.299948054114136,39.0,14.800053984792335,295.0,0
25.3,39.0,14.799659212560567,295.0,0
25.3,39.0,14.800113491090906,295.0,0
25.3,39.0,14.801006732546599,295.0,0
25.298085968646078,38.999891461236956,14.799809929087994,295.00065177981946,0
25.29950431811197,39.0,14.799596496305318,295.0,0
25.3,38.99991800432481,14.798840828439403,295.0,0
25.298812969694385,39.0,14.801096598210574,295.0,0
25.3,39.0,14.800680491817982,295.0,0
25.29967123758964,39.0,14.799584678800882,295.0000425105021,0
25.29954646569843,38.99957273819317,14.79895963424474,295.0,0
25.3,39.0,14.799250195959582,295.0,0
25.29862429318663,38.99988993104786,14.799886922914583,295.00031926252757,0
25.299984420952363,38.99891145620489,14.8014357439189,295.0002433747567,0
25.3,38.998785471440264,14.802067178032686,295.0,0
25.3,39.0,14.79903707259746,295.000474272148,0
25.297747564194598,39.0,14.800366042386047,295.0005453077236,0
25.297709057427355,38.99890551000149,14.801746079002886,295.0025765436848,0
25.297560247593605,39.0,14.799402756882682,295.0,0
25.299146584441164,39.0,14.799698915893359,295.0,0
25.3,38.999234680585104,14.80026814147975,295.0,0
25.3,38.9992118208086,14.801171333345954,295.00175159249983,0
25.2986079977136,39.0,14.801569354190914,295.0,0
25.299059228811956,38.99914434005937,14.800260749629267,295.0010931427513,0
25.3,39.0,14.801307994740643,295.0,0
25.299680218065802,38.998500801747895,14.79957238004115,295.0008141473109,0
25.29944751004553,39.0,14.798640500991535,295.0000528245567,0
25.3,39.0,14.799452692823824,295.0,0
25.29995940830874,38.999287186664525,14.800653015932713,295.00000919799834,0
25.298250423256757,38.998928929100586,14.800745124720423,295.0015140050157,0
25.299105075623,38.999815684958016,14.798784159132063,295.000804812736,0
25.29972100583772,38.99928784350032,14.797880390927565,295.000867841921,0
25.299690179289716,39.0,14.799648046592116,295.0011168364883,0
25.3,39.0,14.800155873762892,295.00017160612094,0
25.297789476998354,38.99930624124461,14.801318019905333,295.0,0
25.297420290662288,38.99923892691246,14.798358971913892,295.00026112259394,0
25.3,39.0,14.798301055345464,295.0,0
25.3,38.999454137150444,14.801025537327597,295.0004026520716,0
25.3,39.0,14.800799605459103,295.0006047633472,0
25.3,39.0,14.799159785602363,295.0,0
25.299625943430097,39.0,14.801312920719093,295.0017690853157,0
25.299580980990577,38.99909240933638,14.799971097111369,295.0,0
25.29992399460853,39.0,14.800898964064006,295.0,0
25.3,38.999854667944255,14.800893931112553,295.0,0
25.298763906824732,39.0,14.799436399279909,295.0006205577358,0
25.3,39.0,14.799921061789162,295.00093806174806,0
25.29960668216055,38.99989839423894,14.800202883985502,295.0,0
25.3,39.0,14.799045099020349,295.0,0
25.3,38.99828341346364,14.799511138463314,295.0010304512858,0
25.3,39.0,14.797564878994642,295.0011571970706,0
25.299161509225492,39.0,14.800099860673601,295.0,0
25.3,39.0,14.79963857789881,295.0,0
25.299007957650407,38.99989748746537,14.800784222598628,295.00065007123607,0
25.3,38.99996134545717,14.799984456644323,295.0,0
25.299525301767066,38.99985328465399,14.799132457479097,295.0,0
25.299442189693593,38.999817716521136,14.801245864988255,295.0,0
25.3,38.99952433201657,14.80023028610733,295.0011232269516,0
25.29947030724559,38.99993056505066,14.799510725312745,295.0,0
25.3,38.999057797066484,14.80013174046119,295.0000465536143,0
25.299400071269947,39.0,14.798853792920115,295.0010632153974,0
25.298509273863093,39.0,14.800348077249769,295.00017792891725,0
25.3,38.999693500226506,14.799854479100503,295.0006639783993,0
25.29999695397979,39.0,14.798807510202257,295.0,0
25.3,38.99736287902615,14.798997631568078,295.0,0
25.3,38.99898050705019,14.801852010552597,295.00141962896697,0
25.29924084483964,38.99932080435693,14.8025573224058,295.0,0
25.29960819599454,38.99860318113469,14.799827759680504,295.0007337667305,0
25.299420708500342,39.0,14.800973852553836,295.0,0
25.3,38.999810205981575,14.800876352189613,295.0,0
25.3,38.99990982777385,14.798309126429782,295.00053774617936,0
25.3,39.0,14.800287221465583,295.00116730933644,0
25.298960095312548,38.99951028943188,14.798201212440944,295.000820540591,0
25.3,39.0,14.800594636992995,295.0,0
25.299700707419536,39.0,14.798418504281452,295.0,0
25.3,39.0,14.800679963601207,295.0,0
25.29986346466886,38.99939093611564,14.799718406689395,295.0,0
25.3,39.0,14.8007304875155,295.0011563660245,0
25.299463347247418,39.0,14.799342098977718,295.0009223796574,0
25.3,38.99848914624602,14.79844017184562,295.0,0
25.3,39.0,14.799472382834304,295.00017947585525,0
25.29783499765504,38.9993193961869,14.799045729415337,295.0,0
25.29973140772108,39.0,14.79950504006497,295.0,0
25.298927492662635,38.99955821713843,14.800809682301367,295.0,0
25.3,39.0,14.801170623397542,295.00073014429677,0
25.3,39.0,14.799198470065322,295.00021765799784,0
25.3,38.99973194721734,14.79967612391912,295.0,0
25.298392654423925,39.0,14.79928230884646,295.0002183740466,0
25.29882652614246,39.0,14.801266340782362,295.0,0
25.3,38.99943507563722,14.79939055559021,295.0,0
25.29997872842321,39.0,14.79824519197504,295.0,0
25.297398316885765,39.0,14.801753122787606,295.0,0
25.29961884161506,39.0,14.799305192390072,295.0,0
25.3,38.999796601301384,14.80085394948035,295.00012508028954,0
25.299411421595522,39.0,14.799649081964468,295.0003852639532,0
25.299555397331723,39.0,14.800676365093075,295.00100903832504,0
25.299985311805216,38.99924788465118,14.799350999399499,295.00025964245833,0
25.299580467556037,38.999127667159264,14.800433902718344,295.0002107235883,0
25.3,39.0,14.800382515376647,295.0,0
25.29906740916807,38.99853763859339,14.801734508384545,295.0,0
25.298737415896518,38.99968109181006,14.797510173829194,295.0016957657244,0
25.299815448696748,39.0,14.798037471740098,295.0004573712026,0
25.29879163376935,39.0,14.799322375888117,295.0,0
25.3,38.999091712675906,14.799959201903796,295.0,0
25.3,39.0,14.799060491827603,295.00012488245875,0
25.29852246991889,38.99885329436809,14.800178164986635,295.00004579550694,0
25.3,39.0,14.800154106946085,295.00071534597413,0
25.29936918831539,38.998825012431915,14.79806766055698,295.0,0
25.299417902296476,38.99960914921235,14.800899408920637,295.0,0
25.29891125138024,39.0,14.798494226537105,295.0002036116115,0
25.3,39.0,14.801790536289683,295.0003876328761,0
25.3,38.999472883965595,14.80157333022262,295.0,0
25.3,38.998731140909506,14.802833714802949,295.0,0
25.298227748403274,39.0,14.800474110167386,295.0,0
25.29953122574387,38.99908871436135,14.799716762369988,295.00073474222046,0
25.29877306677606,38.99980255892167,14.800166870058352,295.0,0
25.3,38.99988976312398,14.79967162686087,295.00091494395355,0
25.3,39.0,14.800242972135083,295.0,0
25.3,38.99761106467054,14.799094229685608,295.00036263175923,0
25.3,38.999983157665,14.799451062201724,295.0,0
25.3,39.0,14.801333244765752,295.0013936334624,0
25.3,39.0,14.800026524549152,295.0,0
25.298835260645486,38.99945873079151,14.800877196063112,295.0016560009927,0
25.298851362650517,38.99896823227308,14.799919133574736,295.0,0
25.299306894392682,39.0,14.800348415879412,295.0,0
25.2999138561169,38.998993568149,14.802946019653438,295.00082264172727,0
25.299096065158857,38.99758583943588,14.800965193000248,295.0,0
25.297942504530234,38.99993264776223,14.800698617617744,295.0,0
25.298625123580795,38.99936938071485,14.800800469438075,295.00022582446286,0
25.3,39.0,14.798400783599678,295.00053615550036,0
25.3,38.99964624445615,14.80154356194976,295.0,0
25.3,38.99976094399283,14.796767696604526,295.0,0
25.3,38.99955774140669,14.798834797919316,295.0,0
25.3,39.0,14.80067111987147,295.0,0
25.29891995193423,38.99934390603909,14.798629013958722,295.0,0
25.299147226324823,39.0,14.800846991143038,295.0,0
25.29897003918236,38.99974133249836,14.800429819425043,295.0006614449154,0
25.29957640093435,39.0,14.801130882896015,295.00064206129315,0
25.298587779444528,38.99992498381773,14.799546234039736,295.00000621297517,0
25.299571692902735,38.99996121087939,14.799062912845157,295.00112059344804,0
25.297410436357925,39.0,14.799625072052704,295.0,0
25.3,39.0,14.800289347767478,295.0,0
25.298682402464337,38.99899810769956,14.798843733551672,295.0000094810019,0
25.3,38.99772215034506,14.800525182838596,295.0,0
25.3,38.998840005876545,14.800434168070637,295.0,0
25.299453266431744,38.99965310588365,14.800325015803958,295.0,0
25.3,39.0,14.800355961299706,295.0001727626619,0
25.298478683948023,39.0,14.800384346753207,295.0,0
25.3,38.99905836925988,14.79964840778919,295.0,0
25.298812320611482,38.99968821677251,14.799849303653794,295.0012355367651,0
25.3,39.0,14.800466944928969,295.0,0
25.3,39.0,14.798024011263514,295.0,0
25.3,39.0,14.799872126184347,295.00093562416475,0
25.299510812869798,39.0,14.798881469587382,295.0,0
25.3,39.0,14.798089798942772,295.0,0
25.3,39.0,14.800137237787789,295.0,0
25.299152578322794,38.99973665536011,14.80018614269109,295.00221613762983,0
25.299809500320166,39.0,14.800426510576703,295.0,0
25.3,39.0,14.799368713560124,295.0,0
25.298914017883767,38.999596641432824,14.799231073698248,295.0010302009477,0
25.298161816323148,38.99972736827125,14.800329671589482,295.0,0
25.3,39.0,14.801623215216972,295.0,0
25.3,39.0,14.79834956927348,295.0010029065474,0
25.3,39.0,14.79884497043344,295.0001469639806,0
25.29976163101721,39.0,14.79955209815697,295.0008202980129,0
25.298998953907375,38.99730492781326,14.799287636750753,295.0001790125072,0
25.3,39.0,14.798663281727393,295.000646348837,0
25.29904712545274,39.0,14.7987087267437,295.0,0
25.29925787250887,38.999846851904614,14.801524699576197,295.0,0
25.3,39.0,14.800208357134602,295.0,0
25.299448514623904,39.0,14.798301562867453,295.0,0
25.299805392544705,38.99932005283343,14.801340200596856,295.0006503448612,0
25.3,38.99963913751785,14.800715864922875,295.00062874821214,0
25.3,38.99869306530825,14.799291423002753,295.0016153753833,0
25.3,38.99967135307548,14.800744452887642,295.0,0
25.29865954955392,38.998101737533375,14.799851930299438,295.0,0
25.299328659923493,39.0,14.800760646985012,295.0000984321072,0
25.3,39.0,14.800004062417491,295.00018326319866,0
25.3,38.99903814595598,14.801416742585742,295.0,0
25.3,39.0,14.799578240791273,295.00177686649744,0
25.299104961685867,38.999718902575125,14.79992211360947,295.0016340067778,0
25.29910316068408,38.99952001982607,14.800812651931842,295.0,0
25.3,39.0,14.80108398010777,295.0021148627475,0
25.299923148116985,38.99978310454704,14.80065316839896,295.0001289161121,0
25.299558059350375,38.998919079385445,14.798572156134451,295.00003189431845,0
25.299981150377,39.0,14.79977855559878,295.0000200308427,0
25.299712875834743,38.99927985736411,14.799588627732684,295.0,0
25.299891440294168,39.0,14.80026069777212,295.0011284632613,0
25.3,38.99947293263178,14.799907864202087,295.0001998801536,0
25.3,39.0,14.800870152147088,295.0,0
25.29957280563807,38.999266195538375,14.798175326124277,295.0,0
25.299080845826335,39.0,14.800735111590448,295.00102848529133,0
25.3,39.0,14.799678098052444,295.0,0
25.299189191726786,39.0,14.801760562394778,295.0,0
25.3,39.0,14.798824063102009,295.0,0
25.3,38.99903479333788,14.800254551567637,295.0012093639702,0
25.299220339467674,39.0,14.798633020400352,295.0002048661374,0
25.3,38.9983869147889,14.800814613035376,295.0007306061215,0
25.298384417176397,38.9986465940767,14.80053489148128,295.0,0
25.299719838841124,38.99920656872795,14.799569724294667,295.000145988105,0
